Statistic,Month,Sex,Age.Group,Last.Held.Occupation,value
Persons on the Live Register,2022 July,Male,All ages,No occupation,31407
Persons on the Live Register,2022 July,Female,Under 25 years,All broad occupational groups,9929
Persons on the Live Register,2022 July,Female,Under 25 years,Managers and administrators,52
Persons on the Live Register,2022 July,Female,Under 25 years,Professional,425
Persons on the Live Register,2022 July,Female,Under 25 years,Associate professional and technical,86
Persons on the Live Register,2022 July,Female,Under 25 years,Clerical and secretarial,715
Persons on the Live Register,2022 July,Female,Under 25 years,Craft and related,383
Persons on the Live Register,2022 July,Female,Under 25 years,Personal and protective services,978
Persons on the Live Register,2022 July,Female,Under 25 years,Sales,1054
Persons on the Live Register,2022 July,Female,Under 25 years,Plant and machine operatives,499
Persons on the Live Register,2022 July,Female,Under 25 years,Other broad occupational groups,600
Persons on the Live Register,2022 July,Female,Under 25 years,No occupation,5137
Persons on the Live Register,2022 July,Female,25 years and over,All broad occupational groups,88071
Persons on the Live Register,2022 July,Female,25 years and over,Managers and administrators,3147
Persons on the Live Register,2022 July,Female,25 years and over,Professional,6725
Persons on the Live Register,2022 July,Female,25 years and over,Associate professional and technical,1857
Persons on the Live Register,2022 July,Female,25 years and over,Clerical and secretarial,16724
Persons on the Live Register,2022 July,Female,25 years and over,Craft and related,3343
Persons on the Live Register,2022 July,Female,25 years and over,Personal and protective services,11544
Persons on the Live Register,2022 July,Female,25 years and over,Sales,6925
Persons on the Live Register,2022 July,Female,25 years and over,Plant and machine operatives,4939
Persons on the Live Register,2022 July,Female,25 years and over,Other broad occupational groups,4424
Persons on the Live Register,2022 July,Female,25 years and over,No occupation,28443
Persons on the Live Register,2022 July,Female,All ages,All broad occupational groups,98000
Persons on the Live Register,2022 July,Female,All ages,Managers and administrators,3199
Persons on the Live Register,2022 July,Female,All ages,Professional,7150
Persons on the Live Register,2022 July,Female,All ages,Associate professional and technical,1943
Persons on the Live Register,2022 July,Female,All ages,Clerical and secretarial,17439
Persons on the Live Register,2022 July,Female,All ages,Craft and related,3726
Persons on the Live Register,2022 July,Female,All ages,Personal and protective services,12522
Persons on the Live Register,2022 July,Female,All ages,Sales,7979
Persons on the Live Register,2022 July,Female,All ages,Plant and machine operatives,5438
Persons on the Live Register,2022 July,Female,All ages,Other broad occupational groups,5024
Persons on the Live Register,2022 July,Female,All ages,No occupation,33580
Persons on the Live Register,2022 August,Both sexes,Under 25 years,All broad occupational groups,21234
Persons on the Live Register,2022 August,Both sexes,Under 25 years,Managers and administrators,135
Persons on the Live Register,2022 August,Both sexes,Under 25 years,Professional,701
Persons on the Live Register,2022 August,Both sexes,Under 25 years,Associate professional and technical,203
Persons on the Live Register,2022 August,Both sexes,Under 25 years,Clerical and secretarial,1107
Persons on the Live Register,2022 August,Both sexes,Under 25 years,Craft and related,1575
Persons on the Live Register,2022 August,Both sexes,Under 25 years,Personal and protective services,1427
Persons on the Live Register,2022 August,Both sexes,Under 25 years,Sales,1837
Persons on the Live Register,2022 August,Both sexes,Under 25 years,Plant and machine operatives,1704
Persons on the Live Register,2022 August,Both sexes,Under 25 years,Other broad occupational groups,1747
Persons on the Live Register,2022 August,Both sexes,Under 25 years,No occupation,10798
Persons on the Live Register,2022 August,Both sexes,25 years and over,All broad occupational groups,175891
Persons on the Live Register,2022 August,Both sexes,25 years and over,Managers and administrators,6674
Persons on the Live Register,2022 August,Both sexes,25 years and over,Professional,10717
Persons on the Live Register,2022 August,Both sexes,25 years and over,Associate professional and technical,3845
Persons on the Live Register,2022 August,Both sexes,25 years and over,Clerical and secretarial,20850
Persons on the Live Register,2022 August,Both sexes,25 years and over,Craft and related,19474
Persons on the Live Register,2022 August,Both sexes,25 years and over,Personal and protective services,16146
Persons on the Live Register,2022 August,Both sexes,25 years and over,Sales,10629
Persons on the Live Register,2022 August,Both sexes,25 years and over,Plant and machine operatives,17003
Persons on the Live Register,2022 August,Both sexes,25 years and over,Other broad occupational groups,15889
Persons on the Live Register,2022 August,Both sexes,25 years and over,No occupation,54664
Persons on the Live Register,2022 August,Both sexes,All ages,All broad occupational groups,197125
Persons on the Live Register,2022 August,Both sexes,All ages,Managers and administrators,6809
Persons on the Live Register,2022 August,Both sexes,All ages,Professional,11418
Persons on the Live Register,2022 August,Both sexes,All ages,Associate professional and technical,4048
Persons on the Live Register,2022 August,Both sexes,All ages,Clerical and secretarial,21957
Persons on the Live Register,2022 August,Both sexes,All ages,Craft and related,21049
Persons on the Live Register,2022 August,Both sexes,All ages,Personal and protective services,17573
Persons on the Live Register,2022 August,Both sexes,All ages,Sales,12466
Persons on the Live Register,2022 August,Both sexes,All ages,Plant and machine operatives,18707
Persons on the Live Register,2022 August,Both sexes,All ages,Other broad occupational groups,17636
Persons on the Live Register,2022 August,Both sexes,All ages,No occupation,65462
Persons on the Live Register,2022 August,Male,Under 25 years,All broad occupational groups,11012
Persons on the Live Register,2022 August,Male,Under 25 years,Managers and administrators,71
Persons on the Live Register,2022 August,Male,Under 25 years,Professional,225
Persons on the Live Register,2022 August,Male,Under 25 years,Associate professional and technical,125
Persons on the Live Register,2022 August,Male,Under 25 years,Clerical and secretarial,338
Persons on the Live Register,2022 August,Male,Under 25 years,Craft and related,1177
Persons on the Live Register,2022 August,Male,Under 25 years,Personal and protective services,455
Persons on the Live Register,2022 August,Male,Under 25 years,Sales,746
Persons on the Live Register,2022 August,Male,Under 25 years,Plant and machine operatives,1191
Persons on the Live Register,2022 August,Male,Under 25 years,Other broad occupational groups,1136
Persons on the Live Register,2022 August,Male,Under 25 years,No occupation,5548
Persons on the Live Register,2022 August,Male,25 years and over,All broad occupational groups,88024
Persons on the Live Register,2022 August,Male,25 years and over,Managers and administrators,3514
Persons on the Live Register,2022 August,Male,25 years and over,Professional,3746
Persons on the Live Register,2022 August,Male,25 years and over,Associate professional and technical,2002
Persons on the Live Register,2022 August,Male,25 years and over,Clerical and secretarial,4409
Persons on the Live Register,2022 August,Male,25 years and over,Craft and related,16167
Persons on the Live Register,2022 August,Male,25 years and over,Personal and protective services,4842
Persons on the Live Register,2022 August,Male,25 years and over,Sales,3686
Persons on the Live Register,2022 August,Male,25 years and over,Plant and machine operatives,12081
Persons on the Live Register,2022 August,Male,25 years and over,Other broad occupational groups,11387
Persons on the Live Register,2022 August,Male,25 years and over,No occupation,26190
Persons on the Live Register,2022 August,Male,All ages,All broad occupational groups,99036
Persons on the Live Register,2022 August,Male,All ages,Managers and administrators,3585
Persons on the Live Register,2022 August,Male,All ages,Professional,3971
Persons on the Live Register,2022 August,Male,All ages,Associate professional and technical,2127
Persons on the Live Register,2022 August,Male,All ages,Clerical and secretarial,4747
Persons on the Live Register,2022 August,Male,All ages,Craft and related,17344
Persons on the Live Register,2022 August,Male,All ages,Personal and protective services,5297
Persons on the Live Register,2022 August,Male,All ages,Sales,4432
Persons on the Live Register,2022 August,Male,All ages,Plant and machine operatives,13272
Persons on the Live Register,2022 August,Male,All ages,Other broad occupational groups,12523
Persons on the Live Register,2022 August,Male,All ages,No occupation,31738
Persons on the Live Register,2022 August,Female,Under 25 years,All broad occupational groups,10222
