,Statistic,Month,State,value
3609,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 March,State,2919700
3610,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 April,State,2872800
3611,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 May,State,2496800
3612,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 June,State,3513200
3613,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 July,State,3427200
3614,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 August,State,3154200
3615,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 September,State,3126900
3616,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 October,State,3079200
3617,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 November,State,3232200
3618,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 December,State,2736400
3619,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 January,State,3948500
3620,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 February,State,3362800
3621,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 March,State,3206500
3622,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 April,State,3025600
3623,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 May,State,3851400
3624,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 June,State,2788900
3625,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 July,State,3310700
3626,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 August,State,3118000
3627,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 September,State,3415000
3628,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 October,State,3082800
3629,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 November,State,3109700
3630,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2002 December,State,3026300
3631,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 January,State,2693600
3632,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 February,State,2873300
3633,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 March,State,2513200
3634,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 April,State,2977400
3635,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 May,State,2837400
3636,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 June,State,2963200
3637,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 July,State,2797600
3638,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 August,State,2743200
3639,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 September,State,3144500
3640,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 October,State,3094500
3641,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 November,State,2693600
3642,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2003 December,State,2723000
3643,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 January,State,2489100
3644,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 February,State,3137000
3645,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 March,State,3277900
3646,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 April,State,3167200
3647,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 May,State,2320700
3648,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 June,State,2873300
3649,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 July,State,2820500
3650,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 August,State,2918900
3651,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 September,State,2501000
3652,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 October,State,2233900
3653,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 November,State,2846100
3654,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2004 December,State,2724700
3655,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 January,State,2542200
3656,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 February,State,2525300
3657,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 March,State,2471800
3658,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 April,State,2637300
3659,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 May,State,2597800
3660,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 June,State,2301400
3661,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 July,State,1956900
3662,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 August,State,2094300
3663,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 September,State,2270600
3664,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 October,State,2305500
3665,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 November,State,2585500
3666,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2005 December,State,2197100
3667,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 January,State,2159100
3668,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 February,State,1611000
3669,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 March,State,1688500
3670,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 April,State,1631400
3671,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 May,State,2487400
3672,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 June,State,1537000
3673,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 July,State,2198100
3674,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 August,State,2329400
3675,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 September,State,1970200
3676,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 October,State,2432500
3677,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 November,State,1662900
3678,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2006 December,State,2001800
3679,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 January,State,2056100
3680,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 February,State,2082700
3681,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 March,State,2256800
3682,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 April,State,2668100
3683,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 May,State,1704700
3684,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 June,State,1967100
3685,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 July,State,2130100
3686,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 August,State,2023500
3687,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 September,State,1863600
3688,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 October,State,2393300
3689,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 November,State,2056000
3690,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2007 December,State,1417500
3691,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 January,State,2029900
3692,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 February,State,2503300
3693,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 March,State,1808700
3694,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 April,State,2021700
3695,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 May,State,2386300
3696,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 June,State,1966800
3697,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 July,State,2482700
3698,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 August,State,2687000
3699,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 September,State,2891000
3700,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 October,State,2783200
3701,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 November,State,2590500
3702,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2008 December,State,2860900
3703,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 January,State,3232900
3704,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 February,State,3723200
3705,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 March,State,3405700
3706,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 April,State,3761100
3707,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 May,State,3021600
3708,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 June,State,3790400
3709,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 July,State,3397700
3710,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 August,State,3018500
3711,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 September,State,3714500
3712,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 October,State,2936400
3713,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 November,State,2975200
3714,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2009 December,State,2480400
3715,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 January,State,3805700
3716,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 February,State,3364500
3717,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 March,State,3166800
3718,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 April,State,3119400
3719,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 May,State,3651900
3720,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 June,State,3198500
3721,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 July,State,3783600
3722,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 August,State,3549100
3723,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 September,State,3663000
3724,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 October,State,3829400
3725,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 November,State,3285900
3726,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2010 December,State,3568500
3727,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 January,State,3453300
3728,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 February,State,3844200
3729,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 March,State,3985400
3730,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 April,State,2951300
3731,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 May,State,3264100
3732,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 June,State,3485200
3733,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 July,State,2896700
3734,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 August,State,3066200
3735,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 September,State,3334500
3736,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 October,State,3360400
3737,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 November,State,3587800
3738,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2011 December,State,2980000
3739,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 January,State,3833900
3740,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 February,State,2992200
3741,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 March,State,3038300
3742,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 April,State,2747300
3743,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 May,State,2969200
3744,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 June,State,2771100
3745,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 July,State,3524300
3746,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 August,State,3790800
3747,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 September,State,2913500
3748,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 October,State,2807000
3749,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 November,State,3210300
3750,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2012 December,State,2640100
3751,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 January,State,2651300
3752,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 February,State,2411700
3753,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 March,State,3248200
3754,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 April,State,2939800
3755,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 May,State,2484500
3756,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 June,State,2858600
3757,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 July,State,3055300
3758,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 August,State,2601600
3759,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 September,State,2838700
3760,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 October,State,2949600
3761,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 November,State,2608900
3762,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2013 December,State,3006600
3763,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 January,State,2100600
3764,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 February,State,2507400
3765,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 March,State,2316800
3766,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 April,State,2408800
3767,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 May,State,3057100
3768,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 June,State,2807800
3769,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 July,State,2017000
3770,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 August,State,2818100
3771,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 September,State,2736000
3772,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 October,State,2232400
3773,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 November,State,2380600
3774,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2014 December,State,3196200
3775,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2015 January,State,3279200
3776,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2015 February,State,3331400
3777,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2015 March,State,3178500
